samsung,ksp,bond,memory,smartphone
25000,1924.699951,3.03,394.26,230.9
25120,1920,3,396.74,232.6
25880,1950.030029,3.04,397.95,234.2
26020,1950.689941,3.07,401.79,236.1
26720,2007.579956,3.07,406.58,242.2
26300,2002.349976,3.12,402.48,240.6
26300,2004.959961,3.09,400.78,239.8
26280,2007.880005,3.12,398.53,240.9
25740,1990.329956,3.07,394.63,236.5
26040,2002.369995,3.06,395.16,237.4
26540,2003.439941,3.04,389,234.1
26540,1991.410034,3.03,379.38,231.9
26500,1980.439941,3.03,376.97,227.1
26760,1988.699951,3.05,385.46,230.7
26920,1996.209961,3,382.27,229
27380,1996.030029,2.97,382.96,229.9
27340,1992.680054,2.95,383.65,230.3
27400,1995.170044,2.95,383.28,230.9
27460,1981.890015,2.96,379.13,228.5
27440,1979.040039,2.96,373.11,224.6
26500,1948.219971,2.91,368.03,222.8
26080,1933.089966,2.92,368.66,223.8
25920,1933.26001,2.94,366.71,223.2
26000,1925.589966,2.94,372.14,223.9
26600,1941.540039,2.95,380.26,228.2
26720,1955.150024,2.98,379.41,230.8
26740,1959.119995,3.03,376.28,229.8
26040,1943.839966,3.02,364.92,226
26300,1941.589966,3.04,365.51,226
26260,1926.810059,3.03,366.05,225.2
26000,1913.959961,3.01,360.52,224.1
26440,1924.5,3,365.48,222.9
25740,1891.430054,2.98,367.28,220.7
25980,1891.52002,2.98,367.28,220.7
25960,1899.579956,2.97,367.28,220.7
26200,1912.060059,2.96,367.03,222.7
25940,1898.439941,2.96,379.5,227.4
26540,1918.719971,2.97,372.31,224.5
26820,1908.219971,2.99,378.38,228.6
26980,1928.170044,2.99,383.62,230.6
27240,1937.550049,2.99,373.27,227.9
27000,1914.410034,2.96,368.8,225.6
26820,1904.410034,2.97,369.7,227.7
26900,1900.869995,2.99,370.02,228.8
26980,1889.699951,2.97,366.46,226.4
27100,1894.040039,2.97,360.94,226.4
26620,1870.719971,2.96,356.14,224.8
26140,1860.829956,2.96,356,225
26640,1878.099976,2.98,363.14,230.4
27280,1890.180054,2.99,361.81,229.9
27680,1884.040039,2.98,362.51,231.9
28340,1899.5,3.01,362.51,231.9
28740,1911.329956,3.03,369.16,237.5
28080,1908.51001,3.02,370.63,238.2
28320,1925.199951,3.04,369.81,236.2
28260,1912.780029,3.02,373.83,237.7
28280,1934.849976,3.02,374.83,240.2
28120,1932.900024,3.02,374.35,241.2
28600,1940.02002,3.03,372.54,240.6
28600,1935.180054,3.03,375.03,241.7
29100,1947.040039,3.08,374.46,244.5
29080,1949.619995,3.08,378.63,244.8
29600,1957.449951,3.05,379.46,244.9
29820,1957.420044,3.08,381.83,245
29520,1964.619995,3.09,389,246.9
29800,1975.439941,3.1,387.74,248.1
30660,2002.77002,3.14,383.67,248.4
30300,1995.040039,3.14,381.03,247.6
30060,1983.069946,3.15,382.62,248.8
30300,1993.089966,3.19,388.73,251.3
30060,1999.5,3.2,389.49,252.7
28840,1980.420044,3.17,385.59,247
29480,1981.819946,3.2,384.14,246.6
29400,1982.25,3.23,381.01,246.8
29920,1987.349976,3.21,379.55,247.7
30440,1997.050049,3.15,376.87,246.8
31520,2031.099976,3.18,399.73,256.6
30860,2019.410034,3.13,397.54,256.2
30500,2011.939941,3.12,397.68,257.5
30400,2011.25,3.11,395.78,257.4
30000,1997.939941,3.04,391.36,253.9
30000,1991.810059,3.04,395.47,254.8
30600,2006.800049,3.01,400.73,258.4
30660,1996.670044,3.04,402.86,260.4
31040,2007.040039,3.04,401.89,261.6
30240,1983.73999,3.01,399.87,260.3
29840,1977.449951,3.01,404.46,261.4
29380,1974.27002,2.99,412.53,262.9
29600,1987.849976,3.02,410.64,265
29080,1986.859985,3.02,410.64,265
29600,1996.52002,3.01,409.6,267.5
29460,1980.410034,3.01,413.88,266.8
29060,1964.47998,3,410.24,265.1
28340,1946.689941,2.99,415.44,265.2
27440,1939.709961,3.02,416.16,264.9
28180,1955.959961,3.05,413.28,262.6
28800,1964.430054,3.1,414.1,260.7
28960,1961.939941,3.1,412.73,260.6
28820,1957.790039,3.12,420.55,262.9
28740,1953.209961,3.11,414.18,261.3
28700,1938.180054,3.07,420.69,262.6
28540,1936.189941,3.07,421.56,264.3
28400,1931.77002,3.05,419.26,263.7
29240,1950.900024,3.06,424.81,263.6
29360,1945.790039,3.03,426.28,263.8
29740,1976.069946,3.07,427.48,262.3
29800,1979.609985,3.08,431.08,264.3
29960,1981.180054,3.07,428.5,262.4
29800,1981.910034,3.06,428.5,262.4
29840,1985.829956,3.03,433.64,264.6
30900,2024.640015,3.04,423.95,262
31000,2015.219971,3.02,416.27,258.3
30600,2018.890015,3.03,424.98,259.3
30600,2009.52002,3.01,416.66,257.4
30540,2000.01001,2.97,419.89,256.1
30540,2004.040039,2.93,426.46,259
30880,2026.48999,2.94,426.63,259.5
30780,2013.150024,2.94,424.01,258
31000,2016.609985,2.93,432.39,261.1
31200,2020.73999,2.94,432.96,262.1
30400,2004.400024,2.99,434.68,263.6
29980,2006.01001,2.99,435.26,264.1
30160,2003.349976,3.01,435.85,266.4
29880,1993.339966,2.95,437.67,265.5
30540,1999.72998,2.95,439.14,265.5
30400,2002.130005,2.97,441.53,267.1
29600,1986.5,2.93,434.18,266
28900,1968.180054,2.9,428.39,262.8
29500,1978.560059,2.87,426.73,264.5
29200,1959.410034,2.89,432.01,266.4
29140,1950.819946,2.89,425.25,263.9
29100,1948.709961,2.87,430.08,263.3
29900,1977.670044,2.87,429.17,264.3
30180,1983.699951,2.87,433.07,265.4
30080,1993.439941,2.86,433.53,265.1
30200,1993.52002,2.77,436.66,264.3
30540,2004.890015,2.8,436.66,264.3
30240,1995.98999,2.81,427.8,261.5
30500,1986.150024,2.8,424.21,260.6
30420,1983.219971,2.78,415.81,259.4
30120,1959.449951,2.77,421.14,259.6
30100,1927.22998,2.75,418.93,257.8
30400,1918.689941,2.76,424.17,257.8
30560,1920.73999,2.79,428.14,259.8
30420,1935.579956,2.79,437.34,264.3
30800,1949.800049,2.91,435.63,265.5
30340,1924.22998,2.97,433.63,265.1
30460,1920.449951,2.97,422.67,260
30560,1922.209961,2.89,431.85,262.8
30360,1923.839966,2.9,417.65,259.2
29660,1900.060059,2.87,413.88,255
29500,1906.75,2.86,416.97,256.9
30060,1926.310059,2.87,421.37,258.9
29660,1918.630005,2.85,430.21,263.4
29720,1935.310059,2.85,435.65,266.4
29880,1951.599976,2.82,439.98,268.4
29720,1944.560059,2.8,435.29,269.3
29620,1940.699951,2.79,440.8,271.7
30400,1963.949951,2.78,444.36,275.2
30560,1957.209961,2.72,446.89,272.5
30700,1965.709961,2.73,450.92,274.6
30280,1961.47998,2.8,453.47,276
29860,1954.349976,2.8,453.62,277.1
29760,1956.449951,2.83,459.47,279.6
30300,1979.449951,2.84,461.85,279.7
29520,1944.75,2.86,465.94,280.6
29540,1948.699951,2.89,461.28,281.6
30000,1968.829956,2.87,463.33,283.2
30000,1971.26001,2.89,467.82,286
30160,1986.810059,2.88,464.28,286.2
29940,1982.430054,2.92,469.12,287.3
29840,1981.089966,2.92,469.03,287.4
30180,1993.829956,2.94,461.62,285.2
29680,1969.189941,2.93,461.75,280.6
29720,1973.449951,2.94,461.5,281.6
29780,1979.969971,2.92,461.5,281.6
29680,1986.219971,2.94,465.94,283.4
30240,2001.199951,3.04,467.29,283.8
30880,2000.099976,3.04,474.43,285.9
30760,2001.050049,3.1,468.63,286.6
30640,1989.569946,3.12,470.72,285.9
30800,1989.51001,3.11,472.45,286
30420,1959.189941,3.16,465.29,283.2
28540,1923.849976,3.13,471.47,284.5
28500,1932.699951,3.16,473.97,285.6
27780,1920.680054,3.16,463.43,283.5
27700,1909.910034,3.29,458.33,281.3
27140,1882.72998,3.27,467.38,281.9
27380,1889.23999,3.2,465.53,282.3
27320,1883.099976,3.25,472.34,286
27740,1900.619995,3.21,480.06,289.6
27380,1888.310059,3.22,474.51,287.6
26580,1850.48999,3.39,459.72,279.5
26500,1822.829956,3.52,460.85,279.6
26260,1799.01001,3.69,451.55,274
25940,1780.630005,3.57,462.51,278.4
25220,1783.449951,3.51,464.93,282.2
26780,1834.699951,3.42,466.74,285
26840,1863.319946,3.41,468.43,282.7
26520,1855.72998,3.51,467.73,284.4
26700,1855.02002,3.42,468.18,283.9
26020,1824.660034,3.47,469.8,283.5
26340,1839.140015,3.46,469.8,283.5
25340,1833.310059,3.51,476.12,284
24520,1816.849976,3.61,466.5,281.4
24740,1830.349976,3.59,471.41,282.9
24960,1824.160034,3.51,476.7,284.3
26240,1877.599976,3.37,486.56,290
26240,1869.97998,3.39,489.61,290.2
26260,1875.160034,3.43,489.33,292.5
25960,1866.359985,3.44,491.06,292.4
26400,1887.48999,3.46,491.58,292.8
25840,1875.47998,3.42,487.22,291.7
25460,1871.410034,3.4,486.17,290.1
25460,1880.349976,3.4,485.15,292.2
26140,1904.150024,3.4,483.52,295.4
26300,1912.079956,3.43,474.69,294.4
26300,1909.609985,3.52,477.4,296.2
26060,1910.810059,3.52,473.12,294.8
25660,1899.890015,3.47,469.97,292.1
25800,1917.050049,3.46,475.59,295.5
25600,1914.030029,3.5,477.78,295.3
25600,1920.73999,3.49,486.6,298
25720,1923.380005,3.58,483.38,297.3
25480,1916.219971,3.51,482.14,298.6
25080,1906.619995,3.51,478.68,298.7
24440,1878.329956,3.59,474.12,295.8
24340,1883.969971,3.58,474.31,296.9
24600,1880.709961,3.58,471.76,297.1
24640,1884.829956,3.53,473.62,298.4
25800,1913.030029,3.56,479.07,302.1
26000,1923.910034,3.66,471.34,301.8
25900,1920.109985,3.7,462.46,297.8
25720,1917.640015,3.75,459.29,296.9
25380,1887.849976,3.64,461.83,296.6
25120,1867.459961,3.67,458.53,295.4
25100,1849.119995,3.73,463.83,296.9
25900,1870.160034,3.72,463.82,299.4
26000,1887.859985,3.66,462.92,298.7
26080,1885.839966,3.64,451.21,294.4
26180,1884.52002,3.59,456.39,295
26880,1907.540039,3.58,461.82,298.9
27360,1926.359985,3.53,457.7,296.9
27020,1924.810059,3.56,457.7,296.9
26740,1933.73999,3.6,461.64,305.5
26800,1933.030029,3.64,473.56,310.6
27300,1951.650024,3.7,477.04,312.8
27380,1955.310059,3.7,475.1,313.1
27460,1974.670044,3.59,481.42,318.6
27920,1994.060059,3.61,490.65,319.8
28040,2003.849976,3.57,489.04,318.7
28200,2004.060059,3.54,486.06,318.5
28120,1994.319946,3.58,488.23,319
28500,2013.369995,3.5,490.35,320.1
27720,2005.579956,3.48,493.4,319.6
27200,2009.410034,3.4,491.29,322.6
27460,2007.099976,3.4,494.73,322.9
27280,1998.060059,3.38,494.95,323.2
27440,2007.319946,3.46,494.71,323
27320,2011.800049,3.44,490.81,321.6
27340,1996.959961,3.42,490.83,320.5
27640,1998.869995,3.43,495.77,324.1
28360,1999.469971,3.41,495.1,324.5
28360,1996.97998,3.4,497.72,324.9
28720,1994.420044,3.42,495.09,323.1
28600,2002.76001,3.45,486.82,319.3
28600,2001.400024,3.51,496.48,322.3
28860,2024.900024,3.51,497.38,322.7
28760,2020.27002,3.54,500.98,324.1
29140,2040.959961,3.54,496.5,323.5
29000,2034.609985,3.52,501.58,324.9
29260,2040.609985,3.49,505.09,328
29440,2052.399902,3.44,506.44,330.2
29280,2053.01001,3.45,508.04,331.2
29100,2056.120117,3.44,507.12,332.1
28840,2035.75,3.34,490.11,326.6
28980,2046.689941,3.38,494.15,325.3
28980,2034.390015,3.36,496.3,323.1
29640,2048.139893,3.4,499.49,323.7
29800,2051.76001,3.39,507.04,324.9
30000,2059.580078,3.35,504.33,324.2
29300,2030.089966,3.39,507.09,323.9
30000,2039.420044,3.45,505.4,321.8
29980,2025.170044,3.49,504.68,323
29700,2013.930054,3.5,503.13,322.5
29020,2013.670044,3.5,504.91,323.2
28740,2004.040039,3.51,495.2,317.8
28200,1984.869995,3.49,500.98,317.9
28560,1977.300049,3.58,500.4,317.9
29120,1995.47998,3.59,503.61,319.1
28380,1963.560059,3.56,508,319.9
28480,1967.560059,3.56,505.39,319.5
29240,2005.640015,3.58,508.94,322.5
29480,2010.810059,3.58,504.22,322.2
29780,2031.640015,3.63,497.88,318.7
29400,2017.23999,3.63,495.63,318.5
28800,1993.780029,3.68,504.23,321.1
29000,2006.22998,3.65,504.61,322.1
29300,2015.97998,3.62,504.01,323
29580,2022.640015,3.62,508.32,324.7
29400,2028.810059,3.63,510.01,326.6
29880,2045.77002,3.64,510.01,326.6
29880,2044.869995,3.67,510.25,328.3
29340,2030.780029,3.72,509.4,326.5
29220,2009.359985,3.71,511.2,325.4
28640,1986.800049,3.72,508.77,323.8
28800,1984.77002,3.76,509.95,324.8
28560,1980.410034,3.73,515.63,326.2
29080,2000.380005,3.69,516.81,327.9
28800,1993.449951,3.69,515.34,327.2
28400,1977.969971,3.7,510.17,323.9
28200,1967.930054,3.71,505.84,321.1
27800,1962.910034,3.68,505.52,320.7
28000,1961.150024,3.64,512.15,322.6
27900,1965.73999,3.6,517.18,323.5
28020,1974.630005,3.61,521.07,325.4
28540,1975.650024,3.62,517.78,324.4
28540,1983.349976,3.62,522.09,325.8
28660,1996.890015,3.58,526.65,328.8
28300,2001.589966,3.58,528.35,331.8
28160,1999.300049,3.57,529.83,331.3
27920,2002.280029,3.54,529.96,332.6
27440,2011.339966,3.57,531.57,333
26180,1967.189941,3.67,527.75,330.6
25920,1946.140015,3.69,526.68,330.5
26140,1953.280029,3.66,523.77,329.3
26080,1959.439941,3.65,527.43,331
25820,1958.959961,3.64,535.76,332.8
25500,1946.109985,3.67,531.49,330.2
25440,1938.540039,3.64,533.7,330.5
25900,1948.920044,3.61,527.66,329.6
26260,1946.069946,3.62,539.61,333.6
25980,1953.280029,3.65,544.21,338
26020,1957.319946,3.65,541.05,335.9
25840,1944.47998,3.64,538.14,336.2
26320,1953.780029,3.65,538.14,336.2
26480,1963.890015,3.66,541.5,339.7
26560,1970.420044,3.68,547.47,341.4
25980,1947.589966,3.65,541.49,337.8
26140,1940.560059,3.59,528.89,331.8
25840,1910.339966,3.6,525.27,328.9
25660,1916.930054,3.6,527.54,330
25600,1941.150024,3.62,525.14,329.7
25440,1919.959961,3.6,517.46,322.7
24980,1886.849976,3.54,518.34,322.7
24740,1891.319946,3.54,518.46,322.3
25180,1907.890015,3.55,526.67,327.3
25500,1922.5,3.56,535.31,331.8
25540,1923.300049,3.54,538.04,332.3
26220,1932.060059,3.52,544.86,334.7
26140,1935.839966,3.54,549.48,337.1
25960,1926.959961,3.5,556.02,338.1
26020,1940.280029,3.48,559.12,337.6
25700,1946.359985,3.49,559.12,337.6
25900,1946.910034,3.52,560.45,341.4
25800,1942.930054,3.49,560.02,340.2
25720,1930.569946,3.48,564.06,341.7
26600,1957.829956,3.52,561.21,341.2
26560,1949.050049,3.51,563.37,346.3
26680,1964.859985,3.5,560.54,346.8
26840,1970.77002,3.51,564.29,350
26820,1978.430054,3.49,564.22,351.4
26980,1979.98999,3.5,563.83,351.6
26500,1964.689941,3.56,560.23,350.9
26300,1954.109985,3.581,570.13,354.7
26600,1971.23999,3.569,571.3,355.9
26520,1975.619995,3.572,575.02,356.4
26780,1974.680054,3.587,574.39,355.5
26400,1954.420044,3.572,573.22,353.6
26440,1963.869995,3.564,570.08,352.3
25880,1932.540039,3.54,574.92,352.1
25800,1934.380005,3.53,565.14,349.3
25500,1919.900024,3.475,562.48,348.2
25320,1927.530029,3.515,569.5,351.1
25560,1940.209961,3.535,577.19,354.1
25380,1937.680054,3.524,576.69,353.8
25240,1919.52002,3.539,587.63,353.5
25460,1934.939941,3.566,582.54,351.2
25460,1945.550049,3.561,579.85,351.6
24940,1941.25,3.543,584.33,353
25700,1964.310059,3.547,577.84,350.5
26660,1977.969971,3.528,573.32,349.6
26700,1981,3.514,577.48,349.3
26860,1985.609985,3.518,586.74,353.8
26780,1991.97998,3.542,595.91,357.4
27140,1997.25,3.561,594.94,359.1
27800,1993.699951,3.56,595.93,358.9
27600,1988.089966,3.561,579.19,353.5
27940,1989.699951,3.525,573.91,352.2
27880,1993.030029,3.541,581.18,354.7
27420,1998.949951,3.518,587.72,357.5
27600,2008.609985,3.536,569.15,351.9
27300,1997.439941,3.529,560.34,347
27400,1997.02002,3.538,565.02,345.3
27400,1992.27002,3.539,569,345.9
27600,1992.209961,3.547,567.9,349.4
27400,1992.050049,3.518,578.41,352.5
27560,2004.280029,3.545,578.41,352.5
27600,1999.219971,3.562,583.48,354.5
27500,2004.219971,3.56,589.11,357.5
27780,2000.369995,3.546,588.43,358.8
28140,1998.339966,3.549,591.64,360.2
27980,1971.660034,3.529,572.19,353.9
27760,1969.26001,3.527,568.55,351.4
27200,1964.77002,3.524,572.99,354.1
26860,1961.790039,3.528,575.97,355
26920,1959.439941,3.507,575.49,357.1
26880,1939.880005,3.469,573.99,354.6
27000,1950.599976,3.464,577.83,354.5
26700,1956.550049,3.43,575.97,353.6
27760,1964.939941,3.439,586.48,358.1
28000,1982.930054,3.455,581.88,357.4
28300,2010.829956,3.445,576.8,356.4
28200,2010.199951,3.375,570,353.9
28560,2013.439941,3.391,576.01,354.1
28960,2015.140015,3.383,582.05,356.3
29020,2011.26001,3.389,578.58,354.2
28820,2008.329956,3.375,581.81,355.6
28520,2015.589966,3.407,584.3,358.8
28560,2017.170044,3.387,589.91,361.1
28440,2010.349976,3.373,589.91,361.1
28140,1997.630005,3.368,597.08,364.2
28660,2017.060059,3.362,597.66,366.1
29200,2012.26001,3.325,598.96,368
28860,1994.959961,3.34,599.59,368.2
29100,2002,3.363,602.84,368.2
29400,2008.560059,3.375,608.43,368.3
29140,1995.47998,3.39,614.3,373
28180,1990.040039,3.383,618.44,375.3
28720,2011.800049,3.347,620.26,377.7
28440,2014.670044,3.359,623.48,379.4
28260,2011.650024,3.313,621.35,377.9
27340,1990.849976,3.307,627.49,378.3
27480,1993.589966,3.318,630.93,377.7
27480,2001.550049,3.304,635.5,379.5
27160,1989.48999,3.305,633.2,379.9
26460,1992.030029,3.253,633.98,381.6
26020,1968.069946,3.22,635.42,381.3
26440,1974.920044,3.233,633.13,380.2
26900,1994.349976,3.212,628.5,379
26400,1981.77002,3.217,630.87,378.7
26500,1995.050049,3.211,628.28,379
26220,1988.51001,3.18,629.27,378.7
26440,2002.209961,3.164,635.93,381
26200,1999,3.169,644.71,385.6
26600,2015.280029,3.107,645.78,385
26360,2010.969971,3.101,650.55,387.7
26120,2009.660034,3.119,650.55,387.7
25840,2005.119995,3.13,646.1,386.4
25900,2006.660034,3.153,642.64,383.9
26160,2000.5,3.159,646.56,383.9
26120,2002.839966,3.081,643.47,382.5
25680,1988.73999,3.066,643.88,381.8
25720,1993.880005,3.072,646.12,383.7
26400,2012.719971,3.072,644.44,382.5
26420,2013.47998,3.033,651.76,380.9
26600,2020.900024,2.944,635.32,376.9
26860,2019.420044,2.972,643.44,382.3
27060,2018.5,2.999,645.02,382
26960,2028.930054,2.995,649.35,385.7
26760,2028.319946,2.972,634.45,382.2
27100,2026.619995,3.01,629.13,382.9
27100,2033.849976,3.008,616.65,380.2
27160,2048.810059,3.009,616,380.1
27720,2061.969971,3.037,614.43,378.9
27900,2082.610107,3.033,620.6,381
26860,2076.120117,3.053,607.55,373.4
25840,2073.100098,3.099,609.76,372
26340,2080.419922,3.101,612.29,373.6
26320,2066.26001,3.067,605.31,371.2
26000,2060.72998,3.103,607.71,371.3
25800,2054.51001,3.084,599.38,367.9
25000,2031.099976,3.04,606.23,369.2
25400,2039.369995,3.039,612.02,373.5
25320,2041.469971,3.062,611.32,372.5
25280,2062.360107,3.07,616.95,375.3
25220,2063.219971,3.065,618.26,375.9
25000,2053.129883,3.099,627.47,380.3
25080,2071.139893,3.149,631.47,382.2
25220,2072.780029,3.143,636.62,382.4
24700,2044.209961,3.144,639.11,383.4
24940,2056.699951,3.148,639.72,382.5
24560,2060.889893,3.11,637.25,383
24440,2068.050049,3.07,637.55,383.6
24600,2074.929932,3.038,638.57,385.2
24840,2075.76001,3.049,640.49,384.6
24680,2068.540039,3.036,645.25,388.3
24520,2067.860107,3.037,645.25,388.3
23880,2051.580078,3.059,642.53,388.4
23780,2051.199951,3.103,644.08,389.5
24200,2056.26001,3.101,645.72,388.1
24020,2049.409912,3.075,651.24,387.9
23840,2034.160034,3.084,648.14,388.9
24020,2041.859985,3.017,639.89,386.4
24000,2035.819946,3.049,632.24,383.8
24120,2042.920044,3.034,643.12,384.4
24520,2062.610107,3.039,647.83,384.3
24200,2047.73999,3.021,657.36,384.5
24200,2053.820068,3.025,649.54,382.1
23760,2039.27002,2.991,641.35,376.7
23220,2028.910034,2.983,639.85,375.9
23000,2035.640015,2.976,647.53,378
23120,2034.109985,2.963,635.42,372.7
23700,2031.640015,2.942,643.34,375.2
23900,2026.599976,2.916,644.23,372.7
23680,2020.089966,2.86,638.48,370.2
23120,1991.540039,2.809,623.36,365
22820,1976.160034,2.839,619.66,363.4
23020,1968.390015,2.849,617.97,365.4
23240,1972.910034,2.85,606.2,360
22600,1965.25,2.851,619.97,363.4
22100,1940.920044,2.817,561.4,343.8
22160,1927.209961,2.824,549.47,339.6
22540,1929.25,2.833,559.67,341.5
22500,1925.910034,2.822,562.34,341.7
22300,1918.829956,2.764,570.73,342.8
21780,1900.660034,2.736,575.33,344
22120,1930.060059,2.779,584.15,350.2
21660,1915.280029,2.758,605.25,354.2
22080,1936.969971,2.759,596.93,352.9
21880,1931.650024,2.725,605.64,357.4
22240,1925.689941,2.698,612.05,357.2
21900,1931.969971,2.721,614.23,357.6
21820,1925.680054,2.722,623.46,366.1
22600,1961.170044,2.707,624.19,369.3
23620,1958.930054,2.686,616.96,369.9
24880,1964.430054,2.643,640.86,376.9
24700,1952.969971,2.657,644.77,377.4
24340,1935.189941,2.629,642.99,377.4
24040,1931.430054,2.636,649.04,377.8
24080,1936.47998,2.65,643.3,375.7
24120,1939.869995,2.665,637.48,374.5
25360,1958.22998,2.686,642.25,376.8
24620,1963,2.719,640.43,377
24600,1967.27002,2.755,639.76,376.6
24000,1960.51001,2.776,639.8,376.9
23880,1945.140015,2.774,645.56,378.6
24100,1943.630005,2.764,642.55,374.9
24400,1967.01001,2.746,654.77,378.2
24360,1966.869995,2.739,650.18,376.1
24200,1958.040039,2.713,656.27,376.8
24460,1964.839966,2.724,662.95,380
24400,1978.540039,2.683,669.47,382.6
23800,1980.209961,2.649,669.36,383.9
24020,1980.839966,2.631,683.48,387.1
25280,1982.089966,2.637,683.48,387.5
25740,1980.780029,2.587,685.74,387.6
25900,1965.219971,2.6,676.69,382.9
25900,1965.829956,2.602,681.35,384.7
25960,1969.910034,2.68,695.28,387.4
26000,1986.609985,2.721,696.16,388.6
26040,1986.619995,2.728,703.12,389.9
26380,1978.949951,2.788,693,385.3
26980,1970.949951,2.752,692.84,385.5
26340,1945.560059,2.759,679.97,380.7
26100,1916.589966,2.705,683.15,381.7
25720,1921.709961,2.695,671.33,377
25460,1920.359985,2.695,665.71,372.4
25580,1904.130005,2.67,661.3,370.8
25320,1900.160034,2.684,675.58,374.4
25320,1897.5,2.721,688.12,378.6
26560,1929.97998,2.731,686.09,378.3
26900,1943.119995,2.673,696.68,383.7
26780,1939.02002,2.686,695.32,382.7
26860,1946.609985,2.669,696.35,384.8
27040,1948.160034,2.645,697,386.4
26580,1927.859985,2.61,695.08,385.4
26540,1915.589966,2.598,690.99,383.7
26600,1926.439941,2.662,686.73,380.8
26660,1915.75,2.629,673.59,375.9
25900,1882.449951,2.552,658.83,370.9
26140,1883.829956,2.562,665.27,373.8
26280,1904.650024,2.559,684.65,380.9
26280,1924.699951,2.539,685.52,381.1
26320,1920.949951,2.447,671.82,379.6
26780,1917.140015,2.428,665.58,378.5
26900,1913.660034,2.367,661.65,381.8
26680,1914.140015,2.447,656.51,376.3
26320,1888.130005,2.334,663.86,378
26860,1902.619995,2.385,663.86,379.4
27440,1918.310059,2.36,670.57,380.4
27900,1921.22998,2.369,678.16,382.6
27560,1920.819946,2.407,682.48,386.5
27720,1936.089966,2.327,680.54,388.2
27780,1935.680054,2.298,682.39,389.8
28000,1952.400024,2.3,669.79,387
27560,1961.579956,2.261,666.07,385.7
27200,1951.02002,2.224,666.63,386.8
27300,1949.26001,2.24,653.14,383.4
27360,1952.680054,2.243,655.19,383
27320,1951.959961,2.213,666.93,387
27180,1962.790039,2.26,669.15,387.9
27160,1952.839966,2.278,675.69,392
27440,1955.52002,2.276,671.84,390.7
27900,1947,2.293,664.54,387.7
27560,1935.859985,2.366,687.03,391.3
27100,1945.699951,2.349,689.25,391.6
26880,1941.630005,2.41,700.19,397.2
27220,1957.5,2.4,705.08,399.8
27480,1958.22998,2.472,705.08,400.1
27540,1961.449951,2.384,707.14,401.2
27340,1968.390015,2.423,706.7,401.4
27340,1976.119995,2.43,716.12,404.6
27580,1990.469971,2.379,711.99,406.1
27500,1993.079956,2.367,716.67,409.5
27140,1985.800049,2.348,714.65,409.4
28460,1996.810059,2.329,734.51,411.7
28360,2001.380005,2.351,720.26,408.2
28740,1998.290039,2.363,719.54,407.9
28440,1998.380005,2.354,720.25,407.6
28840,2012.939941,2.322,712.42,404.2
28400,1992.819946,2.37,715.03,402.8
28420,1984.77002,2.385,701.3,396.4
29480,1980.829956,2.316,703.16,397.4
28940,1970.589966,2.335,702.77,400.5
29140,1985.790039,2.355,707.79,399.6
29400,1987.329956,2.317,718.53,402.5
29940,2029.910034,2.32,713.19,402.8
30060,2028.449951,2.287,718.48,406.7
29400,2037.890015,2.22,720.2,406.6
29280,2037.23999,2.207,730.91,410.2
29340,2036.589966,2.19,723.96,411.2
29520,2041.369995,2.195,717.78,411.2
29700,2042.810059,2.183,684.73,404
28420,2022.560059,2.18,675.24,401.8
28420,2019.800049,2.191,694.32,403.5
28560,2030.040039,2.169,703.74,406.5
28820,2041.030029,2.163,695.48,403.9
28460,2028.449951,2.149,691.19,403.7
28680,2029.069946,2.127,689.17,405.9
28680,2045.420044,2.092,689.17,406.9
29400,2046.430054,2.073,692.68,409.7
29240,2047.030029,2.106,692.94,409.7
29580,2059.26001,2.11,697.45,412.6
29660,2058.870117,2.082,706.18,415
29800,2087.76001,2.066,709.05,417.3
29580,2098.919922,2.1,704.52,417.5
29480,2111.719971,2.124,697.85,417.2
28920,2119.959961,2.122,709.32,417.2
29540,2139.899902,2.163,706.08,418.4
29000,2143.5,2.105,696.09,412.6
28600,2146.709961,2.14,702.29,414.1
28880,2144.790039,2.173,707.12,415.1
29220,2143.889893,2.174,716.82,418.9
29020,2173.409912,2.266,705.46,418.8
28200,2159.800049,2.279,693.73,417.9
27900,2157.540039,2.294,696.11,418
27320,2147.669922,2.369,696.24,416.7
27700,2142.629883,2.396,692.19,414.8
28200,2127.169922,2.401,686.29,406.4
28000,2132.22998,2.48,704.03,409.3
27240,2104.580078,2.536,687.45,403
27400,2091,2.555,695.2,402.5
26760,2085.52002,2.435,702.13,406.8
26720,2097.379883,2.457,702.31,406.3
26620,2096.77002,2.593,696.18,404.3
26660,2114.159912,2.545,700.13,407.1
26800,2120.330078,2.502,708.32,410.8
26520,2106.5,2.542,709.52,411.8
26400,2113.719971,2.513,716.54,413.8
26760,2120.850098,2.556,713.39,412.4
27320,2139.540039,2.485,714.48,413
27040,2122.810059,2.503,718.44,414.1
27000,2146.100098,2.49,720.2,414
27240,2143.5,2.484,714.75,411.4
26280,2107.5,2.442,742.35,416.1
26180,2110.889893,2.411,743.27,416.7
26140,2114.800049,2.313,745.41,416.4
25820,2102.370117,2.342,746.08,416.4
26060,2078.639893,2.322,737.28,416.6
25460,2063.159912,2.42,732.7,415.6
26740,2072.860107,2.478,725.81,414.9
26820,2068.100098,2.475,726.29,411.4
26280,2065.189941,2.489,712.37,406.2
25640,2064.030029,2.442,711.6,402.6
