samsung,ksp,bond,memory,smartphone
25240,2051.320068,2.483,720.94,406.4
25140,2056.610107,2.519,720.53,406.6
25540,2052.169922,2.478,714.13,406.3
25400,2042.319946,2.499,712.63,404.9
25100,2028.719971,2.512,715.07,402.7
25080,2034.859985,2.559,715.19,402.5
25300,2041.880005,2.518,725.6,405.5
25320,2046.959961,2.438,723.37,404.8
25620,2055.159912,2.5,728.22,408.8
26420,2081.199951,2.481,723.88,408.8
26040,2085.530029,2.483,716.49,404.4
25380,2085.060059,2.471,715.83,404.5
25560,2090.26001,2.482,698.36,400
25620,2060.48999,2.455,678.07,389.9
25360,2074.199951,2.442,680.54,389.5
25900,2097.889893,2.468,682.13,391.4
25980,2107.330078,2.529,685.51,390
25360,2104.409912,2.525,685.51,389.5
24600,2053.929932,2.465,675.11,382.7
24800,2040.290039,2.494,672.91,379.8
24780,2016.209961,2.479,655.25,371.7
25300,2027.810059,2.483,646.64,371.9
25180,2031.170044,2.502,658.88,377.4
25320,2061.52002,2.511,663.97,379.6
24500,2059.22998,2.505,671.16,382
24700,2072.909912,2.497,667.02,380.1
25640,2087.889893,2.479,668.61,381.6
26100,2076.790039,2.471,667.05,382.9
25500,2073.310059,2.468,662.5,381.1
25260,2083.620117,2.456,662.86,384.1
25060,2064.72998,2.433,646.13,378.2
24680,2065.070068,2.362,655.51,379.8
24580,2045.959961,2.33,642.48,377.9
24600,2038.810059,2.344,637.88,373.6
24600,2039.099976,2.392,650.9,377
25260,2037.619995,2.369,651.75,379.4
24300,2019.030029,2.39,654.15,380
23700,2030.160034,2.425,646.29,379.5
23500,2008.48999,2.403,644.35,376.1
23640,2027.98999,2.405,637.18,374
23180,2029.76001,2.433,644.62,376.6
22300,2013.290039,2.416,633.13,372.3
22720,2010.22998,2.42,636.82,371.4
22820,2003.170044,2.36,652.65,375.8
23140,1986.650024,2.326,637.85,371.3
23080,1975.469971,2.266,641.52,371
22800,1983.459961,2.295,634.87,368.7
22800,1983.459961,2.29,631.04,368.8
22080,1968.52002,2.285,637.25,369.4
22620,1956.26001,2.272,624.01,366.2
23080,1939.380005,2.307,618.32,362.7
22780,1914.550049,2.281,594.78,354.9
22020,1876.069946,2.258,578.59,346.4
21580,1829.810059,2.205,566.58,334.3
21580,1846.630005,2.221,559.59,333.7
21340,1894.089966,2.256,587.82,344.1
21340,1908,2.264,609.76,352.7
21620,1937.670044,2.299,613.91,355.7
21780,1941.48999,2.29,611.04,353.5
21700,1914.22998,2.317,590.12,345.4
21800,1915.219971,2.256,603.78,348.6
22440,1915.530029,2.272,608.58,350.9
22580,1886.040039,2.243,597.62,345.8
22240,1883.219971,2.224,597.62,346.8
22620,1878.680054,2.238,624.06,354.9
22940,1934.199951,2.249,612.83,356.8
22680,1962.109985,2.236,615.34,357.7
22300,1941.369995,2.237,615.81,356.8
22480,1931.459961,2.269,617.67,356.3
22460,1937.560059,2.254,625.14,357.6
23040,1975.449951,2.272,626.57,361.8
23140,1976.48999,2.281,621.05,363
23800,1995.949951,2.19,610.75,359.6
23000,1964.680054,2.16,608.73,357.2
22900,1982.060059,2.157,595.06,354.2
22620,1944.640015,2.133,590.74,351.1
22520,1947.099976,2.161,589.71,347.6
22240,1942.849976,2.13,592.88,349.6
22680,1962.810059,2.056,602.73,350.6
22680,1979.319946,2.106,595.62,349.7
22380,1969.680054,2.084,608.46,354.1
22300,1978.25,2.045,619.85,360.6
23020,1990.650024,2.06,621.95,362.2
25020,2005.839966,2.085,631.32,367.8
25400,2019.530029,2.097,634.81,369.2
25200,2021.630005,2.137,630.54,372.4
25040,2019.050049,2.137,622.28,371.4
25080,2009.550049,2.134,645.7,373.3
25380,2033.27002,2.071,651.89,379
25300,2030.26001,2.065,652.63,379.4
25120,2030.27002,2.085,652.88,380.7
25320,2039.359985,2.096,651.87,380.9
25400,2042.97998,2.11,653.24,378.2
25600,2023,2.12,675.95,381.2
25780,2040.400024,2.108,683.71,383.4
25840,2048.080078,2.096,670.19,381.4
25960,2044.650024,2.06,665.71,378.1
26160,2042.51001,2.041,677.21,383.2
26500,2034.160034,2.054,656.94,379.2
27440,2029.469971,2.107,662.52,379.6
27660,2035.23999,2.111,668.53,382.9
27040,2048.399902,2.152,671.69,386.3
26600,2052.77002,2.175,673.48,386.7
26840,2049.409912,2.16,659.36,385.8
26760,2041.069946,2.199,676.47,386.9
26880,2025.699951,2.281,669.94,384.2
26420,1996.589966,2.282,657.96,378.7
26660,1997.27002,2.321,658.28,376.8
26340,1993.359985,2.322,649.77,373.8
26000,1973.290039,2.335,643.71,368.8
25260,1943.02002,2.28,652.03,370.5
25400,1963.579956,2.304,655.82,372.4
25620,1962.880005,2.292,662.14,373.8
25780,1988.910034,2.265,663.63,377
25700,1989.859985,2.254,665.76,380.4
25640,2003.699951,2.291,657.18,378.1
25980,2016.290039,2.277,665.61,379.5
25980,2009.420044,2.254,666.09,379.7
26700,2030.680054,2.239,666.09,381.1
26540,2028.98999,2.272,670.51,380.6
25680,1991.969971,2.249,677.14,378.1
26420,2023.930054,2.271,686.52,382.3
26000,2009.290039,2.254,682.69,378.1
25800,1994.069946,2.264,678.72,374.4
25380,1974.400024,2.315,691.49,377.6
25240,1963.670044,2.296,684.86,374.9
25240,1949.040039,2.238,679.03,370.6
25260,1948.23999,2.215,670.29,367.2
25660,1952.069946,2.229,674.23,363.8
25680,1948.619995,2.24,660.78,359.9
25220,1927.819946,2.218,656.49,357.3
25540,1932.969971,2.222,666.47,361
25980,1969.400024,2.219,671.7,365.6
25800,1977.959961,2.164,661.71,363.5
25560,1975.319946,2.108,653.72,362.3
25600,1981.189941,2.095,666.13,365.1
25840,1992.560059,2.115,667.11,365.5
25900,1999.219971,2.107,671.78,369.8
25700,1990.650024,2.096,674.39,370.5
25320,1964.060059,2.092,671.75,370.8
25080,1966.310059,2.059,679.78,373.9
25200,1961.310059,2.068,673.08,371.2
24100,1918.76001,2.035,656.28,361.9
24160,1930.530029,2.062,649.47,359.5
23500,1925.430054,2.037,631.2,353.1
23260,1904.329956,2.019,610.25,344.5
23420,1917.619995,2.057,600.48,343.1
23040,1894.839966,2.021,603.55,340.3
22920,1890.859985,2.046,608.56,340.6
22960,1916.280029,2.023,589.48,337
22760,1900.01001,2.028,601.57,338.7
22640,1878.869995,2.023,574.29,329.1
22520,1878.449951,2.04,574.29,329.6
23420,1889.640015,2.068,575.18,330.8
22760,1845.449951,2.01,578.94,327.6
22620,1840.530029,1.994,587.56,328.4
23360,1879.430054,2.041,598.42,339.3
23240,1893.430054,2.019,589.81,337
22740,1871.689941,1.99,595.86,339.7
23500,1897.869995,2.011,588.68,339.2
22900,1906.939941,2.015,586.85,335.1
23000,1912.060059,1.98,613.68,345.3
23260,1924.819946,1.922,616.6,344.9
23120,1906.599976,1.924,595.7,339.1
22920,1890.670044,1.865,597.11,338.1
23120,1916.26001,1.871,607.72,340.6
23280,1917.790039,1.88,586.25,334.7
22600,1861.540039,1.764,559.18,326
22600,1835.280029,1.811,571.9,327.9
23080,1862.199951,1.822,571.9,331.8
23360,1888.300049,1.78,591.93,340.3
23700,1883.939941,1.787,606.05,344.5
23740,1908.839966,1.804,602.52,347.4
23800,1916.23999,1.811,605.46,346.3
23500,1916.359985,1.827,615,349.8
23620,1914.219971,1.834,604.87,346.6
23440,1912.530029,1.817,613.34,347.4
23580,1918.569946,1.811,621.07,349.4
23440,1920.160034,1.78,624.65,350.1
23560,1916.660034,1.786,622.11,350.8
23940,1947.420044,1.826,643.31,359.7
24400,1958.170044,1.862,643.89,361.6
24300,1955.630005,1.887,650.62,364.5
24460,1957.869995,1.872,652.68,367.8
23840,1946.119995,1.847,638.01,362
23880,1952.949951,1.843,643.27,363.8
24500,1969.329956,1.863,646.58,363.9
24980,1971.410034,1.916,659.14,370.6
25100,1972.27002,1.913,656.35,372.7
25060,1969.969971,1.919,655.41,368.3
25120,1974.900024,1.918,661.19,371.1
25260,1987.98999,1.863,665.95,375.4
25460,1992.119995,1.826,675.03,377.8
25340,1989.76001,1.823,675.96,377.3
25380,1996.810059,1.844,675.3,377.6
25580,1995.119995,1.88,666.46,371.4
25640,1985.969971,1.844,666.14,368.8
25760,1983.810059,1.835,666.14,369.3
25880,1982.540039,1.84,665.21,367.5
25800,1994.910034,1.805,674.14,371.7
26160,2002.140015,1.774,680.79,376.4
26240,1995.849976,1.787,676.89,376.9
25580,1973.569946,1.79,681.59,373.1
26100,1978.969971,1.768,675.39,372.7
25200,1962.73999,1.789,671.33,368
25700,1971.319946,1.787,678.21,370.1
25380,1973.890015,1.799,667.46,366.4
24920,1972.050049,1.798,671.31,368.3
25320,1970.369995,1.794,670.6,369.8
25500,1981.319946,1.796,669.74,368.9
26000,2015.930054,1.848,679.28,375.4
26000,2014.709961,1.842,673.49,375
25980,2009.099976,1.841,673.96,373.1
25760,2011.359985,1.85,665.61,374.7
25980,2005.829956,1.806,672.15,375.4
25880,2022.099976,1.823,667.68,373.1
25600,2015.48999,1.819,669.03,372.3
25620,2014.550049,1.829,665.32,370.3
25920,2019.630005,1.82,674.42,372.2
26000,2015.400024,1.809,681.26,373.6
25300,2000.930054,1.799,662.69,369.9
24900,1994.150024,1.793,645.34,365.3
25000,1978.150024,1.808,650.27,367.2
25220,1986.410034,1.794,642.62,363.6
25800,1976.709961,1.772,634.9,359.6
25980,1967.810059,1.757,636.54,350.9
25920,1982.5,1.767,644.3,354.1
25840,1980.099976,1.767,642.29,352
25620,1977.48999,1.764,630.77,349.3
25060,1966.98999,1.767,633.26,347.3
24960,1967.910034,1.77,643.33,351.6
25280,1968.060059,1.792,638.89,351.1
25360,1956.72998,1.806,649.35,352.6
25400,1946.780029,1.834,644.74,349.9
25380,1947.670044,1.805,665.08,353.9
25720,1955.25,1.803,669.46,357
25420,1937.680054,1.77,685.64,359.8
25900,1960.51001,1.784,689.47,364.6
25920,1957.060059,1.789,691.58,368.7
25640,1969.170044,1.781,695.71,371.3
25600,1967.130005,1.811,695.71,371.4
25840,1983.400024,1.812,699.36,372.6
26660,1982.719971,1.76,703.29,374.4
27300,1985.109985,1.763,703.43,375.9
27540,1985.839966,1.743,705.6,378.4
27960,2011.630005,1.712,710.55,380.9
28120,2027.079956,1.702,710.19,382.8
28600,2024.170044,1.663,710.92,382.9
28120,2017.630005,1.641,699.04,377.3
27420,1979.060059,1.618,695.42,370.2
27600,1972.030029,1.632,695.47,370.3
28260,1968.829956,1.622,694.86,372.7
28180,1951.98999,1.582,694.78,370.4
28520,1953.400024,1.598,689.09,369.7
28620,1981.119995,1.637,697.08,376
28960,1982.699951,1.624,699.4,377.7
28900,1992.579956,1.64,699.4,377.7
28600,1986.709961,1.631,716.67,382.7
28000,1925.23999,1.497,675.4,363.2
27960,1926.849976,1.481,648.32,355.8
27980,1936.219971,1.485,665.75,363.2
27920,1956.359985,1.464,679.37,368.7
28500,1970.349976,1.468,691.67,374.1
29320,1987.319946,1.41,685.01,375.3
29320,1995.300049,1.412,685.01,375.3
29380,1989.849976,1.419,672.51,370.4
28420,1953.119995,1.389,673.55,366.7
29000,1974.079956,1.379,681.82,370.3
29200,1963.099976,1.375,701.07,375.9
29780,1988.540039,1.381,708.9,380.4
29280,1991.22998,1.393,718.36,384.3
29620,2005.550049,1.391,718.9,385.8
30000,2008.77002,1.367,724.23,388.5
30360,2017.26001,1.396,723.64,389.3
30660,2021.109985,1.415,734.54,390.5
30660,2016.890015,1.428,731.78,389.1
30800,2015.459961,1.419,743.74,392.6
30860,2012.219971,1.438,738.3,392.5
30320,2010.339966,1.418,742.37,393.9
30040,2012.319946,1.424,746.44,395.2
30600,2027.339966,1.411,774.92,395.6
30540,2025.050049,1.404,774.93,398.8
30140,2021.099976,1.359,770.52,398.4
30780,2016.189941,1.388,766.78,399.4
31360,2029.609985,1.363,768.02,401.4
30960,2019.030029,1.379,755.73,396.4
30340,1994.790039,1.425,756.53,396.6
30340,2000.030029,1.41,763.57,398.4
31220,2017.939941,1.388,773.78,402.2
31380,2031.119995,1.433,772.44,403.4
31340,2043.780029,1.427,778.78,405.4
30820,2044.640015,1.39,772.82,404.1
31180,2048.800049,1.396,776.26,405.3
30900,2050.469971,1.41,779.84,406.1
31360,2047.76001,1.395,784.61,409.3
31320,2043.75,1.435,784.61,408
32800,2055.469971,1.416,790.16,409.6
33500,2056.23999,1.422,797.06,409
33300,2042.160034,1.435,797.29,407
33740,2049.929932,1.422,801.31,408.3
33060,2043.76001,1.418,794.34,406.6
32780,2042.920044,1.421,797.47,407.7
32240,2037.5,1.423,801.4,407.4
32800,2032.349976,1.445,803.62,407
32900,2039.73999,1.452,802.07,407.9
32400,2034.650024,1.478,801.48,406.3
31740,2032.719971,1.526,808.36,407.2
31940,2038.310059,1.53,806.95,408.7
32120,2060.080078,1.512,806.95,411.1
32860,2066.530029,1.506,805.1,413.9
32420,2061.879883,1.458,799.2,415
32780,2063.72998,1.47,797.57,414.7
31500,2037.869995,1.511,768.37,405.6
29300,1991.47998,1.565,783.95,402.9
30540,1999.359985,1.573,776.73,399.7
31160,2015.780029,1.583,803.06,406.8
31700,2025.709961,1.576,799.11,406.8
31840,2035.98999,1.595,810.65,412.9
32360,2049.699951,1.517,813.51,417
31420,2054.070068,1.5,804.59,414.4
31360,2047.109985,1.496,796.64,410.5
31380,2062.820068,1.494,810.84,413.4
31340,2053.060059,1.467,812.47,414.5
32000,2068.719971,1.455,822.64,413.9
31960,2043.630005,1.401,835.6,415.1
32280,2054.860107,1.455,827.34,414.1
32380,2053,1.511,833.71,415.2
33820,2065.300049,1.542,838.6,417.7
34120,2053.800049,1.53,837.02,416.6
33600,2056.820068,1.548,832.91,417.8
30900,2031.930054,1.616,815.31,412.5
30700,2033.72998,1.59,812.62,407.7
31140,2015.439941,1.543,803.05,404.4
31540,2022.660034,1.55,809.39,406.5
31800,2027.609985,1.615,805,405.4
31780,2040.430054,1.616,814.74,408.9
32500,2040.939941,1.613,810.93,409.2
32400,2040.599976,1.61,816.72,409.9
31780,2033,1.626,814.53,409.4
32160,2047.73999,1.607,829.79,412.4
31940,2037.170044,1.638,828.67,410.5
31340,2013.890015,1.631,827.22,410.8
31460,2024.119995,1.667,823.74,407.4
32280,2019.420044,1.719,818.88,404.2
32780,2008.189941,1.683,823.52,404.2
33040,2007.390015,1.731,816.08,404
32860,1978.939941,1.692,810.57,401.1
32320,1983.800049,1.68,808,397.8
32540,1982.02002,1.696,802.88,395.9
32800,1997.579956,1.707,825.87,401.8
32880,2003.380005,1.702,827.68,402.4
31920,1958.380005,1.682,823.59,397.6
32980,2002.599976,1.821,806.09,398.6
31960,1984.430054,1.939,837.24,397.7
31060,1974.400024,2.062,832.08,395.4
30780,1967.530029,2.045,847.9,398.2
31160,1979.650024,2.1,857.55,400.1
31360,1980.550049,2.085,866.84,400.8
31720,1974.579956,2.135,872.63,401.8
31860,1966.050049,2.121,879.01,403.1
32800,1983.469971,2.127,888.27,406.6
32980,1987.949951,2.139,889.31,406.5
33000,1971.26001,2.179,889.31,406.9
33000,1974.459961,2.185,890.97,407.9
33540,1978.130005,2.153,887.25,407.6
33540,1978.390015,2.14,885.25,408.1
34920,1983.47998,2.146,879.47,406.8
34980,1983.75,2.202,836.79,400.3
34540,1970.609985,2.259,847.7,401.3
34360,1963.359985,2.19,858.13,404.2
34960,1989.859985,2.205,870,408.4
35440,1991.890015,2.2,888.45,413.2
35800,2031.069946,2.164,895.7,417.4
35600,2024.689941,2.205,892.51,418.2
35040,2027.23999,2.271,885.46,416.1
35320,2035.97998,2.199,895.55,419.6
35540,2036.869995,2.13,894.28,418.3
35180,2036.650024,2.195,909.97,418.3
35860,2042.23999,2.166,900.85,417.4
35900,2038.390015,2.167,909.68,420.1
36240,2041.939941,2.162,917.99,420.2
36100,2037.959961,2.11,918.33,419.4
36180,2035.72998,2.098,923.06,418.5
35640,2035.900024,2.119,927.92,419.6
35960,2037.75,2.114,927.92,419.9
35980,2042.170044,2.112,939.21,420.5
35760,2024.48999,2.084,921.09,415.9
36040,2026.459961,2.058,921.2,416.9
36100,2026.459961,2.054,906.47,416.6
36480,2043.969971,2.061,907.34,417.4
36160,2045.640015,2.097,909.77,420.9
35560,2041.949951,2.064,901.69,420.4
36200,2049.120117,2.084,908.65,421.1
37220,2048.780029,2.132,918.58,420.7
37240,2045.119995,2.101,923.06,423.2
38280,2075.169922,2.128,926.54,426
38800,2087.139893,2.067,918.16,426.8
37460,2076.790039,2.094,924.67,428.4
36660,2064.169922,2.119,924.67,426.2
36960,2071.870117,2.101,909.48,425
36940,2070.540039,2.125,922.36,428
37480,2072.790039,2.169,918.03,423.5
37200,2065.610107,2.126,930.01,425.6
38060,2065.98999,2.126,923.77,425.3
38160,2065.76001,2.103,942.41,428.7
39400,2066.939941,2.134,956.06,433.7
39900,2083.590088,2.191,950.32,434
39460,2067.570068,2.153,944.28,435.1
39120,2080.47998,2.174,960.11,436.9
39360,2071.01001,2.155,959.08,438.5
39460,2073.159912,2.185,964.02,441.2
39560,2077.659912,2.154,967.39,440.8
38820,2075.209961,2.136,970.59,440.3
38400,2065.080078,2.131,972.14,441.2
38400,2065.879883,2.124,963.81,443
38360,2075.080078,2.15,963.05,444.7
37960,2078.649902,2.151,965.7,447.5
37580,2074.570068,2.135,962.63,447.2
37720,2083.860107,2.151,970.54,450.1
38020,2081.840088,2.144,971.24,451.2
37860,2080.580078,2.136,976.8,450.1
38660,2084.389893,2.184,976.8,451.2
38940,2102.929932,2.203,990.44,452.9
39300,2106.610107,2.246,990.07,455.1
39180,2107.629883,2.202,973.87,455
38220,2094.120117,2.175,973.44,453.4
38060,2085.52002,2.17,982.4,452.9
38440,2091.639893,2.162,969.38,450.3
39720,2102.649902,2.225,974.33,453.6
39620,2078.75,2.232,973.97,454.6
40080,2081.360107,2.262,974.18,452.6
40200,2094.050049,2.313,976.85,454.6
40200,2095.409912,2.302,979,454.1
40200,2091.060059,2.317,980.48,453.4
40180,2097.350098,2.319,991.93,455.9
40600,2117.590088,2.297,999.39,458.7
41360,2133.780029,2.29,996.33,459.2
41400,2133,2.268,1004.65,462
41840,2150.080078,2.175,1002.81,464.9
42400,2164.580078,2.178,1004.6,466.7
41900,2157.01001,2.186,1012.29,467.6
42560,2178.379883,2.188,988.42,463.5
42460,2168.300049,2.152,999.34,463.9
41800,2172.719971,2.15,996.85,465.6
41500,2168.949951,2.175,1004.35,467.8
41200,2155.659912,2.149,1005.95,467.7
41480,2163.310059,2.161,1008.97,469.1
41780,2166.97998,2.159,1006.49,466.5
41980,2164.639893,2.184,1011.81,466.5
41200,2160.22998,2.172,1011.4,469
41440,2167.51001,2.178,1005.8,466.7
42080,2161.100098,2.139,1000.48,466.6
42140,2160.850098,2.141,993.53,462.2
41840,2152.75,2.182,994.69,462.9
41600,2151.72998,2.19,999.35,462.8
41940,2133.320068,2.253,991.62,462
41600,2123.850098,2.204,983.34,460.5
41900,2128.909912,2.205,966.55,460.1
42420,2148.610107,2.172,960.01,458.3
42020,2134.879883,2.194,960.01,456.4
41560,2145.76001,2.17,972.56,459.2
41500,2148.459961,2.172,976.67,457.6
40900,2138.399902,2.142,982.05,458.8
40280,2149.149902,2.145,997.55,463.2
40760,2165.040039,2.165,992.94,460.4
41240,2173.73999,2.205,1007.8,467.9
42700,2196.850098,2.194,1017.81,471.7
42800,2207.840088,2.208,1009.16,470.4
43840,2209.459961,2.196,1023.29,473.6
44620,2205.439941,2.2,1005.53,470.8
44900,2219.669922,2.24,1004.62,473.8
45520,2241.23999,2.21,1006.83,475.3
47020,2292.76001,2.245,1007.16,480
45600,2270.120117,2.297,1038.92,484
45500,2296.370117,2.306,1042.43,483.6
45820,2286.02002,2.287,1045.24,484.6
46100,2290.649902,2.297,1061.05,488.3
46380,2295.330078,2.298,1076.85,492.2
46340,2293.080078,2.254,1029.83,484.7
45940,2286.820068,2.255,1049.29,483.7
44720,2288.47998,2.247,1060.77,488.1
45100,2304.030029,2.27,1072.3,493.4
44920,2311.73999,2.255,1067.94,493
44880,2317.340088,2.269,1074.85,494
45680,2342.929932,2.259,1080.75,498.4
46080,2355.300049,2.237,1084.85,497.9
45620,2352.969971,2.246,1084.85,498.4
44640,2343.679932,2.223,1091.45,498.7
44700,2347.379883,2.222,1091.42,498.4
44680,2344.610107,2.212,1092.55,503.8
45960,2371.719971,2.209,1103.4,509.5
45940,2368.620117,2.177,1106.22,509.1
45300,2360.139893,2.16,1118.3,510.2
45160,2363.570068,2.173,1138.25,513.2
46100,2381.689941,2.165,1090.05,507.6
45380,2357.870117,2.224,1084.44,503.7
45400,2374.699951,2.177,1091.35,504.9
45360,2372.639893,2.174,1079.82,503.3
45680,2361.649902,2.123,1070.76,501.1
45580,2361.830078,2.152,1067.23,500.6
46560,2370.899902,2.158,1087.92,507.1
48140,2369.22998,2.142,1074.88,503.9
47480,2357.530029,2.139,1087.42,506.4
47960,2370.370117,2.135,1084.96,506.6
47620,2378.600098,2.129,1088.48,508.1
48280,2388.659912,2.125,1077.92,508.3
48300,2391.949951,2.119,1048.66,502.3
47700,2382.560059,2.178,1067.18,503.4
47940,2395.659912,2.184,1040.42,496.5
47540,2391.790039,2.214,1034.91,494
47220,2394.47998,2.235,1020.51,493.1
47000,2380.52002,2.279,1020.51,491.2
47580,2388.350098,2.278,1041.78,493.3
48060,2387.810059,2.281,1037.05,489.5
47860,2379.870117,2.327,1054.9,492.6
48660,2382.100098,2.293,1067.1,494.5
49000,2396,2.278,1075.42,496.7
49880,2391.77002,2.268,1092.86,502.4
50560,2409.48999,2.234,1090.13,501
50480,2414.629883,2.252,1104.32,502.8
50640,2425.100098,2.275,1099.55,502.2
50840,2426.040039,2.25,1103.35,501.8
50740,2429.939941,2.259,1113.18,506.3
51200,2441.840088,2.236,1116.62,506.7
51080,2450.060059,2.218,1107.54,505.9
50860,2451.530029,2.22,1103.01,505.6
50000,2439.899902,2.203,1102.59,502.5
49840,2434.51001,2.249,1115.35,501.2
49800,2443.23999,2.213,1097.27,502.1
47760,2400.98999,2.234,1092.99,496.8
48200,2402.709961,2.225,1085.15,496.4
48600,2422.959961,2.258,1091.13,498.9
49000,2427.629883,2.244,1083.96,498.6
47780,2386.850098,2.249,1078.8,495.4
47700,2395.449951,2.249,1079.45,494.4
47580,2398.75,2.28,1098.25,496.1
47720,2394.72998,2.318,1093.77,495.1
46280,2368.389893,2.339,1090.49,492.1
45900,2359.469971,2.328,1060.02,485.5
44620,2319.709961,2.303,1066.22,483.9
45000,2334.219971,2.3,1093.74,486.4
46200,2348.26001,2.334,1098.07,489.4
47040,2361.669922,2.32,1069.7,484.5
46900,2358.370117,2.312,1071.89,481.9
46840,2355,2.301,1064.52,481.4
47000,2365.330078,2.304,1081.64,486.7
47480,2366.399902,2.302,1086.41,489
47520,2375.840088,2.287,1085.93,489.1
47020,2378.51001,2.253,1080.5,492.4
46100,2370.300049,2.253,1082.62,493.4
46080,2364.73999,2.262,1084.86,492.9
46200,2372.290039,2.244,1103.69,496.9
46320,2363.189941,2.261,1114.31,498.5
46480,2357.689941,2.27,1119.34,500
46040,2357.689941,2.308,1119.34,498.6
46760,2326.620117,2.308,1103.63,496.7
47000,2319.820068,2.28,1105.76,495.5
48120,2346.189941,2.274,1107.34,496.1
49080,2343.719971,2.24,1093.49,494.8
49800,2359.080078,2.25,1115.46,501.4
49600,2365.469971,2.251,1120.2,503.6
49620,2360.179932,2.241,1122.04,504.8
50300,2377.659912,2.244,1127.42,502.9
50400,2386.070068,2.248,1146.68,505.7
52480,2418.209961,2.264,1160.9,509.7
52120,2416.050049,2.292,1164.98,508.4
52220,2412.199951,2.284,1148.6,508.7
52800,2406.5,2.28,1143.87,506.2
53620,2380.399902,2.269,1126.94,501.7
53620,2374.320068,2.31,1126.4,501
51680,2372.570068,2.359,1153,505.4
51260,2373.139893,2.392,1161.69,507.3
51280,2394.469971,2.375,1171.74,510.7
52800,2433.810059,2.418,1207.2,521.4
54640,2458.159912,2.418,1215.19,521.8
54800,2474.76001,2.389,1211.1,522.9
54000,2473.620117,2.391,1219.21,526.3
53920,2480.050049,2.395,1224.99,527
54800,2484.370117,2.401,1224.12,524.5
54760,2482.909912,2.392,1228.16,525.2
52980,2473.060059,2.429,1225.05,520
53840,2489.540039,2.471,1231.34,522.9
54300,2490.050049,2.461,1237.14,522
54040,2490.48999,2.456,1245.38,521.5
53900,2492.5,2.503,1229.27,519.5
52400,2480.629883,2.543,1237.03,516.1
53080,2496.629883,2.539,1263.55,517.8
54040,2501.929932,2.521,1265.91,520.1
55080,2523.429932,2.568,1275.61,520.3
57220,2556.469971,2.547,1271.51,522.7
57060,2546.360107,2.529,1277.34,522.1
56380,2557.969971,2.525,1299.97,525.3
56380,2549.409912,2.549,1317.34,531.5
56100,2545.439941,2.541,1316.55,529.8
56760,2552.399902,2.543,1321.13,534.7
56340,2550.570068,2.537,1294.66,531.3
56400,2542.949951,2.561,1303.06,529.8
56380,2530.350098,2.582,1306.58,527
55920,2526.639893,2.61,1305,526.1
55340,2518.25,2.571,1293.2,522.1
55340,2518.25,2.56,1313.11,527.9
55820,2533.98999,2.57,1306.93,528.6
55200,2527.669922,2.547,1322.81,532.6
55280,2530.699951,2.542,1337.92,540.1
55960,2540.51001,2.541,1329.1,542.1
55960,2540.51001,2.52,1329.1,542.3
55460,2544.330078,2.537,1341.69,544.8
52640,2507.810059,2.531,1324.15,538.3
53280,2514.189941,2.478,1323.08,539.6
52600,2512.899902,2.482,1265.01,531.2
50800,2476.370117,2.475,1272.55,527.9
50840,2475.409912,2.491,1258.65,524.5
51340,2501.669922,2.487,1227.85,521.1
51260,2510.120117,2.502,1228.51,518.4
50020,2474.370117,2.464,1232.26,512.6
50740,2461.97998,2.484,1244.52,515.2
52000,2464,2.485,1238.24,516.9
51780,2471.48999,2.483,1245.58,521.4
52100,2461,2.456,1233.18,522.8
51320,2480.550049,2.452,1233.04,525.2
51060,2469.47998,2.45,1232.43,525.4
50620,2482.070068,2.433,1250.89,526.3
51200,2481.879883,2.432,1277.91,533.7
51560,2478.530029,2.451,1276.52,532.3
49140,2429.830078,2.485,1271.81,533.7
49700,2440.540039,2.496,1271.17,534.3
48200,2427.340088,2.491,1258.88,530.3
49360,2436.669922,2.494,1263.36,533
50960,2467.48999,2.47,1266.3,534.7
50960,2467.48999,2.488,1287.7,541.1
51620,2486.350098,2.508,1309.86,547.4
51080,2466.459961,2.523,1317.24,550.9
52120,2497.52002,2.519,1325.71,554.9
52020,2513.280029,2.542,1335.54,555
50400,2510.22998,2.564,1322.57,555.8
48840,2499.75,2.638,1306.22,550
48240,2487.909912,2.589,1314.34,550.4
48200,2496.419922,2.623,1322.1,556.2
48540,2503.72998,2.657,1322.1,556.5
50000,2521.73999,2.642,1325.97,557.7
49620,2515.429932,2.637,1364.29,562.5
49900,2515.810059,2.621,1370.56,560.5
49320,2520.26001,2.636,1372.03,561.8
48240,2502.110107,2.649,1382.41,560.8
49160,2536.600098,2.658,1392.86,563.2
49340,2538,2.643,1360.68,555.4
50260,2562.22998,2.659,1337.62,551.4
50780,2574.76001,2.679,1381.27,556.2
51220,2598.189941,2.744,1378.42,554.4
49800,2567.73999,2.781,1350.44,548
49900,2566.459961,2.769,1361.5,547.9
49820,2568.540039,2.756,1355.07,550.5
47700,2525.389893,2.756,1317.98,542.1
47920,2491.75,2.804,1255.81,526.9
47420,2453.310059,2.748,1301.66,524.9
45800,2396.560059,2.718,1272.5,523.6
46000,2407.620117,2.744,1218.66,515.3
44700,2363.77002,2.757,1255.81,515.1
45720,2385.379883,2.806,1279.14,520.7
47540,2395.189941,2.78,1278.51,523.2
49000,2421.830078,2.763,1307.05,529.6
48380,2442.820068,2.798,1318.32,537
47400,2415.120117,2.806,1341.53,538.8
